code,price,sma50,sma150,sma200,high52w,low52w,sma200_20d_ago,rs_percentile,ret_3m,ret_6m,ret_9m,ret_12m,tt_1,tt_2,tt_3,tt_4,tt_5,tt_6,tt_7,tt_8,tt_all_pass,non_cut_years,non_cut_years_verified,non_cut_years_required,coverage_years,div_source_used,needs_manual_dividend_check,cfo_pos_5y_ratio,fcf_pos_5y_ratio,fcf_payout_3y,fcf_payout_hard_fail,fcf_latest,div_paid_latest,total_div_fwd,total_div_actual,dps_fwd,bps_latest,eps_fwd,net_shares_latest,metrics_coverage,data_quality_flags,Sector33CodeName,Sector17CodeName,Name,dividend_yield_fwd,dividend_yield_fwd_total,yield_split_mismatch,high_yield_risk,per_fwd,pbr,fcf_yield,per_sector_rank,value_pass,is_financial,core_pass,core_fin_pass,core_candidate,core_momo_pass,trend_score,core_drop_reasons,satellite_pass,eps_growth_yoy,eps_accel,eps_score,satellite_drop_reasons,breakout_20d,breakout_55d,first_pullback,in_holdings,composite_score,drop_reason,yield_used,manual_check_reason,core_buyable_now,satellite_buyable_now,dividend_yield_total_actual,yield_basis,dividend_yield_total_fwd,effective_yield,drop_reason_core,drop_reason_satellite,info_flags
58170,1751.0,1124.7841284179688,706.9613529459635,641.3660147094727,1751.0,376.0,560.7513046264648,99.4822006472492,2.573469387755102,2.757510729613734,3.3128078817733986,2.7019027484143763,True,True,True,True,True,True,True,True,True,7.0,7.0,5,10,yf,False,0.5,0.5,1.216867469879518,True,,,,,,,,,1.0,shares_missing,非鉄金属,鉄鋼・非鉄,ＪＭＡＣＳ,,,False,False,,,,,False,False,False,False,False,False,6,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,0.7778993435448577,True,7,yield_unknown,True,True,False,False,79.2411003236246,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; yield_unknown,none,,False,False,,none,,,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_unknown,
31010,1846.0,1376.0,1201.84,1127.345,1846.0,816.0,1061.43,92.62135922330096,0.564406779661017,0.7698945349952062,1.1073059360730593,0.8991769547325104,True,True,True,True,True,True,True,True,True,10.0,10.0,5,10,yf,False,1.0,0.0,,True,-16268000000.0,3527000000.0,3526906080.0,3527000000.0,40.0,2215.11,22.73,88172652.0,0.75,div_split_adjusted,化学,素材・化学,東洋紡,0.0216684723726977,0.0216690493948466,False,False,81.21425428948525,0.8333671916970263,-0.0999467240020881,0.9578313253012049,True,False,False,False,False,False,6,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield,True,49.372093023255815,True,7,,True,True,False,False,77.31067961165049,OK,total,,False,True,0.021669049394846623,dps_fallback,0.021668472372697724,0.021668472372697724,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; data_missing:fcf_payout,OK,
59980,2375.0,1888.14,1561.2066666666667,1376.02,2375.0,721.0,1250.53,97.50809061488674,0.7897513187641296,1.186924493554328,1.9393564356435644,1.8477218225419665,True,True,True,True,True,True,True,True,True,5.0,5.0,5,10,yf,False,1.0,0.5,0.1764705882352941,True,-719000000.0,82000000.0,82118020.0,82000000.0,20.0,1969.08,-153.13,4105901.0,1.0,div_split_adjusted,金属製品,建設・資材,アドバネクス,0.0084210526315789,0.0084089498966179,False,False,,1.2061470331322242,-0.0737321338496138,,True,False,False,False,False,False,6,C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,False,2.151952981510959,True,7,yield_below_2pct,True,True,False,False,77.25404530744336,C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; yield_below_2pct,total,,False,False,0.008408949896617985,dps_fallback,0.008421052631578947,0.008421052631578947,C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,yield_below_2pct,
65420,4227422720.0,84549835.24,28184142.54,21138364.595,4227422720.0,905.0,1211.56,99.8705501618123,2983360.129146084,3731175.27537511,4287445.977687627,,True,True,True,True,True,True,True,True,True,10.0,10.0,5,10,yf,False,1.0,1.0,0.3759398496240601,False,577000000.0,302000000.0,292960350.0,302000000.0,45.0,1261.56,115.51,6510230.0,1.0,div_split_adjusted,サービス業,情報通信・サービスその他,ＦＣホールディングス,1.0644783590508782e-08,1.0973241410769929e-08,False,False,36597893.86200329,3350948.6033165287,2.096543143713328e-08,0.99601593625498,False,False,False,False,False,False,6,E_div_yield; F_value_pass,False,0.5256487628243814,True,7,yield_below_2pct,False,False,False,False,75.93527508090615,E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,1.0973241410769929e-08,dps_fallback,1.0644783590508782e-08,1.0644783590508782e-08,E_div_yield; F_value_pass,yield_below_2pct,
35260,9055897600.0,181121985.9,60376595.21333333,45283130.55,9055897600.0,2428.0,3515.48,99.80582524271846,2198032.3980582524,2192710.283292978,3410883.218455744,2959442.6601307187,True,True,True,True,True,True,True,True,True,10.0,10.0,5,10,yf,False,1.0,1.0,0.2163426925845932,False,3108000000.0,602000000.0,602095500.0,602000000.0,100.0,4138.66,458.52,6020955.0,1.0,div_split_adjusted,輸送用機器,自動車・輸送機,芦森工業,1.1042527689359033e-08,1.104077620409742e-08,False,False,19750278.286661435,2188123.1123117143,5.700121668161924e-08,1.0,False,False,False,False,False,False,6,E_div_yield; F_value_pass,False,1.9163938004802443,True,7,yield_below_2pct,False,False,False,False,75.90291262135923,E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,1.1040776204097419e-08,dps_fallback,1.1042527689359031e-08,1.1042527689359031e-08,E_div_yield; F_value_pass,yield_below_2pct,
78850,1447.0,843.84,791.6933333333334,774.155,1447.0,660.0,753.655,95.4368932038835,0.8939790575916231,0.8915032679738562,1.0153203342618389,1.0097222222222224,True,True,True,True,True,True,True,True,True,4.0,4.0,5,10,yf,False,1.0,1.0,0.6055776892430279,True,,,,,,,,,1.0,shares_missing,その他製品,情報通信・サービスその他,タカノ,,,False,False,,,,,False,False,False,False,False,False,6,A_non_cut_years; D_fcf_hard_fail; E_div_yield; F_value_pass,False,2.203921568627451,True,7,yield_unknown,True,True,False,False,75.71844660194175,A_non_cut_years; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; yield_unknown,none,,False,False,,none,,,A_non_cut_years; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_unknown,
63120,1403645824.0,896901435.58,298967819.5466667,224226046.265,1403645824.0,655.0,84050339.595,99.77346278317152,1297268.707948244,1263406.5823582355,1963140.0125874125,1909721.2095238096,True,True,True,True,True,True,True,True,True,9.0,9.0,5,10,yf,False,1.0,1.0,0.259931506849315,False,1291000000.0,422000000.0,422906425.0,422000000.0,25.0,912.56,37.71,16916257.0,1.0,div_split_adjusted,機械,機械,フロイント産業,1.781076078633352e-08,1.777258657593756e-08,False,False,37222111.48236542,1538140.8608749015,5.437063807946775e-08,1.0,False,False,False,False,False,False,6,E_div_yield; F_value_pass,False,8.57,True,7,yield_below_2pct,False,False,False,False,75.38673139158576,E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,1.777258657593756e-08,dps_fallback,1.781076078633352e-08,1.781076078633352e-08,E_div_yield; F_value_pass,yield_below_2pct,
72870,2856.0,2475.2,2014.0533333333333,1849.65,2856.0,936.0,1685.265,92.23300970873788,0.4279999999999999,0.6879432624113475,1.1015452538631347,1.5185185185185186,True,True,True,True,True,True,True,True,True,5.0,5.0,5,10,yf,False,1.0,1.0,0.0804918386424103,False,6962000000.0,2900000000.0,2868065650.0,2900000000.0,50.0,3777.72,104.88,57361313.0,1.0,,輸送用機器,自動車・輸送機,日本精機,0.0175070028011204,0.0177019337487094,False,False,27.23112128146453,0.7560115625297799,0.0424968492270741,0.7936507936507936,True,False,False,False,False,False,6,E_div_yield,False,4.132387706855792,True,7,yield_below_2pct,True,True,False,False,74.61650485436894,E_div_yield; yield_below_2pct,total,,False,False,0.017701933748709448,dps_fallback,0.01750700280112045,0.01750700280112045,E_div_yield,yield_below_2pct,
77210,8770.0,6797.4,5583.933333333333,5160.875,8780.0,2529.0,4703.035,96.31067961165049,0.624074074074074,0.8719316969050159,1.7797147385103012,1.5756240822320118,True,True,True,True,True,True,True,True,True,10.0,10.0,5,10,yf,False,0.0,0.0,,True,-4480000000.0,575000000.0,575024065.0,575000000.0,35.0,2460.11,231.15,16429259.0,0.75,div_split_adjusted,精密機器,電機・精密,東京計器,0.0039908779931584,0.0039907109732288,False,False,37.94073112697382,3.5648812451475744,-0.0310928437566348,0.7352941176470589,False,False,False,False,False,False,6,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,12.299479166666668,True,7,yield_below_2pct,False,False,False,False,74.15533980582524,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:fcf_payout; yield_below_2pct,total,,False,False,0.003990710973228806,dps_fallback,0.003990877993158495,0.003990877993158495,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:fcf_payout,yield_below_2pct,
68000,3330.0,2467.66,1926.78,1762.445,3745.0,1038.0,1596.255,97.2168284789644,0.665,1.3717948717948718,1.7452596867271226,1.2469635627530369,True,True,True,True,True,True,True,True,True,9.0,9.0,5,10,yf,False,1.0,0.5,0.7016487000634115,True,3154000000.0,1118000000.0,1118912880.0,1118000000.0,48.0,2228.1,95.58,23310685.0,1.0,,電気機器,電機・精密,ヨコオ,0.0144144144144144,0.0144026542221189,False,False,34.83992467043315,1.4945469233876398,0.0406314592276952,0.7288135593220338,True,False,False,False,False,False,6,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield,False,1.3168557536466774,True,7,yield_below_2pct,False,False,False,False,74.1084142394822,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; yield_below_2pct,total,,False,False,0.014402654222118987,dps_fallback,0.014414414414414415,0.014414414414414415,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield,yield_below_2pct,
45030,2601.5,2267.21,1887.46,1763.72,2601.5,1257.0,1657.6075,85.01618122977345,0.3242555357597352,0.5334512231063955,0.885144927536232,0.7477326167282499,True,True,True,True,True,True,True,True,True,10.0,10.0,5,10,yf,False,1.0,0.5,1.2738812290066892,True,,,,,,,7.82,,1.0,shares_missing; div_split_adjusted,医薬品,医薬品,アステラス製薬,,,False,False,332.6726342710997,,,1.0,False,False,False,False,False,False,6,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,7.111193476649369,True,7,yield_unknown,True,True,False,False,73.50809061488673,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; yield_unknown,none,,False,False,,none,,,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_unknown,
83680,1700.0,1351.44,1046.8466666666666,960.205,1700.0,568.0,871.47,96.60194174757282,0.7102615694164991,1.0987654320987654,1.4531024531024532,1.4460431654676258,True,True,True,True,True,True,True,True,True,10.0,10.0,5,10,yf,False,0.5,0.5,0.1353863856589147,True,-739182000000.0,5164000000.0,5164261137.0,5164000000.0,21.0,1770.15,72.87,245917197.0,1.0,,銀行業,銀行,百五銀行,0.0123529411764705,0.0123523165353235,False,False,23.329216412789897,0.960370590062989,-1.768127428585121,0.921875,True,True,False,False,False,False,6,fin_sector_excluded_from_core; E_div_yield; fin:E_div_yield,False,0.1306941431670282,True,5,yield_below_2pct,True,True,False,False,73.30097087378641,fin_sector_excluded_from_core; E_div_yield; fin:E_div_yield; yield_below_2pct,total,,False,False,0.012352316535323593,dps_fallback,0.012352941176470587,0.012352941176470587,fin_sector_excluded_from_core; E_div_yield; fin:E_div_yield,yield_below_2pct,
58210,4400.0,3247.78,2581.3,2295.2,4595.0,1027.0,2023.63,97.24919093851132,0.3946117274167988,1.2940563086548489,2.021978021978022,2.188405797101449,True,True,True,True,True,True,True,True,True,7.0,7.0,5,10,yf,False,1.0,1.0,0.2527790128946198,False,1646000000.0,632000000.0,663734610.0,632000000.0,45.0,2625.11,137.36,14749658.0,1.0,div_split_adjusted,非鉄金属,鉄鋼・非鉄,平河ヒューテック,0.0102272727272727,0.0097382843477702,False,False,32.0326150262085,1.6761202387709466,0.0253626836019458,0.5416666666666666,False,False,False,False,False,False,6,E_div_yield; F_value_pass,False,0.7092178770949722,True,7,yield_below_2pct,False,False,False,False,73.12459546925567,E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,0.009738284347770208,dps_fallback,0.010227272727272727,0.010227272727272727,E_div_yield; F_value_pass,yield_below_2pct,
31030,1918.0,675.56,372.7133333333333,320.265,2192.0,127.0,215.305,99.70873786407766,5.309210526315789,8.59,12.319444444444445,11.454545454545457,True,True,True,True,True,True,True,True,True,3.0,3.0,5,4,yf,True,1.0,1.0,0.0,False,3147000000.0,0.0,0.0,0.0,0.0,-123.42,-421.18,57654517.0,1.0,div_split_adjusted; div_history_short,繊維製品,素材・化学,ユニチカ,0.0,0.0,False,False,,,0.0284586832480445,,False,False,False,False,False,False,6,A_non_cut_years; E_div_yield; F_value_pass,False,0.6456563763107023,True,7,yield_below_2pct,False,False,False,False,72.35436893203882,A_non_cut_years; E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,0.0,dps_fallback,0.0,0.0,A_non_cut_years; E_div_yield; F_value_pass,yield_below_2pct,
58030,26765.0,19682.5,16411.56,14010.07,27465.0,3593.0,12207.155,98.41423948220066,0.544877344877345,1.3623124448367163,3.417395609836607,2.861079053664166,True,True,True,True,True,True,True,True,True,4.0,4.0,5,10,yf,False,1.0,1.0,0.2550878237570705,False,94996000000.0,27640000000.0,27590010300.0,27640000000.0,100.0,1476.96,330.32,275900103.0,1.0,,非鉄金属,鉄鋼・非鉄,フジクラ,0.0037362226788716,0.0037429922541207,False,False,81.02748849600388,18.1216823746073,0.0128643014534174,0.8333333333333334,False,False,False,False,False,False,6,A_non_cut_years; E_div_yield; F_value_pass,False,1.3360852452721514,True,7,yield_below_2pct,False,False,False,False,72.20711974110033,A_non_cut_years; E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,0.003742992254120786,dps_fallback,0.0037362226788716607,0.0037362226788716607,A_non_cut_years; E_div_yield; F_value_pass,yield_below_2pct,
42410,898.0,617.76,498.9,475.09,1050.0,349.0,438.285,96.92556634304206,1.0362811791383222,1.088372093023256,1.3324675324675326,1.040909090909091,True,True,True,True,True,True,True,True,True,5.0,5.0,5,10,yf,False,1.0,1.0,0.284789644012945,False,10000000.0,44000000.0,44209270.0,44000000.0,10.0,387.81,9.09,4420927.0,1.0,div_split_adjusted,化学,素材・化学,アテクト,0.0111358574610244,0.0110831445143762,False,False,98.7898789878988,2.315566901317656,0.00251889648054,0.9759036144578314,False,False,False,False,False,False,6,E_div_yield; F_value_pass,False,2.4054545454545457,True,7,yield_below_2pct,False,False,False,False,71.96278317152104,E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,0.011083144514376237,dps_fallback,0.011135857461024499,0.011135857461024499,E_div_yield; F_value_pass,yield_below_2pct,
63760,2452.0,1863.5402758789064,1602.3362784830729,1506.6522088623046,2528.0,1050.0,1407.0722088623047,92.71844660194176,0.6047120418848169,0.735314932767162,0.9902597402597402,1.1471103327495622,True,True,True,True,True,True,True,True,True,9.0,9.0,5,10,yf,False,0.6666666666666666,0.6666666666666666,0.7583665338645418,True,-11553000000.0,1987000000.0,1987477200.0,1987000000.0,30.0,2113.07,120.15,66249240.0,1.0,,精密機器,電機・精密,日機装,0.0122349102773246,0.0122319726339723,False,False,20.407823553890967,1.1603969579805684,-0.071120271686101,0.4117647058823529,True,False,False,False,False,False,6,B_cfo_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield,False,0.749130572241543,True,7,yield_below_2pct,False,False,False,False,71.85922330097088,B_cfo_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; yield_below_2pct,total,,False,False,0.012231972633972377,dps_fallback,0.012234910277324634,0.012234910277324634,B_cfo_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield,yield_below_2pct,
57070,1750.0,1417.76,935.2533333333332,868.98,2187.0,453.0,758.55,98.70550161812298,1.5,1.7602523659305995,1.7910685805422646,2.022452504317789,True,True,True,True,True,True,True,True,True,3.0,3.0,5,10,yf,False,1.0,0.5,0.0,False,,,,,,,-397.71,,1.0,shares_missing; div_split_adjusted,非鉄金属,鉄鋼・非鉄,東邦亜鉛,,,False,False,,,,,False,False,False,False,False,False,6,A_non_cut_years; C_fcf_pos_ratio; E_div_yield; F_value_pass,False,0.5468379446640317,True,7,yield_unknown,False,False,False,False,71.85275080906149,A_non_cut_years; C_fcf_pos_ratio; E_div_yield; F_value_pass; data_missing:yield; yield_unknown,none,,False,False,,none,,,A_non_cut_years; C_fcf_pos_ratio; E_div_yield; F_value_pass; data_missing:yield,yield_unknown,
62780,15750.0,10483.950009765626,8602.533336588542,7620.250002441407,15980.0,3125.0,6718.850002441406,98.3495145631068,1.0089285714285716,1.151639344262295,3.144736842105263,1.977315689981096,True,True,True,True,True,True,True,True,True,9.0,9.0,5,10,yf,False,1.0,0.5,233.1428571428572,True,14000000.0,1813000000.0,1813856940.0,1813000000.0,105.0,4233.71,305.86,17274828.0,1.0,fcf_payout_extreme:233.14,機械,機械,ユニオンツール,0.0066666666666666,0.0066635170614208,False,False,51.49414764925129,3.720141436234414,5.145573020402222e-05,0.8895705521472392,False,False,False,False,False,False,6,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,0.306614295412666,True,6,yield_below_2pct,False,False,False,False,71.6747572815534,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,0.006663517061420879,dps_fallback,0.006666666666666667,0.006666666666666667,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,yield_below_2pct,
69200,33660.0,32289.3040625,24817.403776041665,22640.80283203125,39220.0,10490.0,20677.97783203125,94.0453074433657,0.2694701112577786,1.0842105263157893,1.3787985865724384,1.1570009612303749,True,True,True,True,True,True,True,True,True,7.0,7.0,5,10,yf,False,1.0,1.0,0.4792300380228136,False,75454000000.0,29672000000.0,29672627782.0,29672000000.0,329.0,2327.06,938.61,90190358.0,1.0,div_split_adjusted,電気機器,電機・精密,レーザーテック,0.0097742127153891,0.009774005922959,False,False,35.86153993671493,14.464603405155003,0.024854672516546,0.7344632768361582,False,False,False,False,False,False,6,E_div_yield; F_value_pass,False,1.135312531556094,True,7,yield_below_2pct,False,False,False,False,71.52265372168284,E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,0.009774005922959073,dps_fallback,0.009774212715389186,0.009774212715389186,E_div_yield; F_value_pass,yield_below_2pct,
99800,136.0,96.12,95.47333333333331,93.015,136.0,69.0,91.63,82.7831715210356,0.4468085106382979,0.3465346534653466,0.6585365853658536,0.6790123456790123,True,True,True,True,True,True,True,True,True,8.0,8.0,5,10,yf,False,0.5,0.5,0.0932282003710575,True,2156000000.0,100000000.0,100106853.0,100000000.0,1.0,146.14,2.51,100106853.0,1.0,div_split_adjusted,小売業,小売,ＭＲＫホールディングス,0.0073529411764705,0.0073450927245416,False,False,54.18326693227092,0.9306144792664568,0.1583601991411176,0.8705357142857143,True,False,False,False,False,False,6,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,False,28.500000000000004,True,7,yield_below_2pct,True,True,False,False,71.3915857605178,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; yield_below_2pct,total,,False,False,0.007345092724541633,dps_fallback,0.007352941176470588,0.007352941176470588,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,yield_below_2pct,
69760,4796.0,3748.64,3438.483333333333,3184.9375,5131.0,1765.0,2981.2775,90.48543689320388,0.5177215189873419,0.6421845574387948,0.981818181818182,0.817355058734369,True,True,True,True,True,True,True,True,True,10.0,10.0,5,10,yf,False,1.0,0.0,,True,-29586000000.0,11225000000.0,11225975940.0,11225000000.0,90.0,2552.94,18.67,124733066.0,0.75,,電気機器,電機・精密,太陽誘電,0.018765638031693,0.0187640066245995,False,False,256.8826995179432,1.878618377243492,-0.0494567394205257,0.9943502824858758,False,False,False,False,False,False,6,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,0.5508563439356867,True,7,yield_below_2pct,False,False,False,False,71.24271844660194,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:fcf_payout; yield_below_2pct,total,,False,False,0.018764006624599518,dps_fallback,0.018765638031693076,0.018765638031693076,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:fcf_payout,yield_below_2pct,
44460,1234.0,1133.7,841.5866666666667,722.145,1595.0,308.0,642.245,98.44660194174756,0.4921402660217655,2.545977011494253,2.290666666666666,2.1240506329113926,True,True,True,True,True,True,True,True,True,2.0,2.0,5,3,jquants,True,1.0,1.0,0.0,False,110000000.0,0.0,0.0,0.0,0.0,183.19,10.93,14172832.0,1.0,div_history_short,情報･通信業,情報通信・サービスその他,Ｌｉｎｋ−Ｕグループ,0.0,0.0,False,False,112.90027447392498,6.736175555434249,0.0062895690051386,0.9759036144578314,False,False,False,False,False,False,6,A_non_cut_years; E_div_yield; F_value_pass,False,5.317919075144508,True,7,yield_below_2pct,False,False,False,False,71.2233009708738,A_non_cut_years; E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,0.0,dps_fallback,0.0,0.0,A_non_cut_years; E_div_yield; F_value_pass,yield_below_2pct,
47450,1499159680.0,595563284.56,198521327.46666667,148891074.91,1499159680.0,292.0,354.965,99.93527508090617,4584585.17737003,4096063.699453552,4345389.376811594,,True,True,True,True,True,True,True,True,True,0.0,0.0,5,10,yf,False,1.0,1.0,0.4450629944330501,False,1699000000.0,651000000.0,651495588.0,651000000.0,12.0,160.23,19.14,54291299.0,1.0,div_split_adjusted,サービス業,情報通信・サービスその他,東京個別指導学院,8.00448421878582e-09,7.998395265310022e-09,False,False,78326002.08986415,9356298.321163328,2.0874460147099427e-08,1.0,False,False,False,False,False,False,6,A_non_cut_years; E_div_yield; F_value_pass,False,48.88888888888889,True,7,yield_below_2pct,False,False,False,False,70.96763754045307,A_non_cut_years; E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,7.998395265310022e-09,dps_fallback,8.00448421878582e-09,8.00448421878582e-09,A_non_cut_years; E_div_yield; F_value_pass,yield_below_2pct,
70120,18255.0,13801.0,11434.906666666666,11069.465,18255.0,6182.0,10229.555,95.72815533980582,0.8262304921968788,0.9053334724976516,0.9955181460428508,1.5460251046025104,True,True,True,True,True,True,True,True,True,4.0,4.0,5,10,yf,False,1.0,0.5,0.8895660007418791,True,37742000000.0,25181000000.0,25070486250.0,25181000000.0,150.0,4205.63,525.44,167136575.0,1.0,div_split_adjusted,輸送用機器,自動車・輸送機,川崎重工業,0.0082169268693508,0.0082531480815265,False,False,34.742311205846526,4.340610086954867,0.0123700534090374,0.9047619047619048,False,False,False,False,False,False,6,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,0.6198063488172569,True,7,yield_below_2pct,False,False,False,False,70.86407766990291,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,0.008253148081526503,dps_fallback,0.008216926869350863,0.008216926869350863,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,yield_below_2pct,
77710,430.0,303.26,162.51333333333332,143.52,925.0,58.0,100.48,99.6116504854369,4.119047619047619,2.739130434782609,3.6739130434782608,4.972222222222222,True,True,True,True,True,True,False,True,False,0.0,0.0,5,2,jquants,True,1.0,1.0,0.0,False,140000000.0,0.0,0.0,0.0,0.0,66.73,-0.91,22028507.0,1.0,div_history_short,精密機器,電機・精密,日本精密,0.0,0.0,False,False,,6.44387831560018,0.0147800028094885,,False,False,False,False,False,False,5,A_non_cut_years; E_div_yield; F_value_pass,False,2.2781456953642385,True,7,TT_not_all_pass; yield_below_2pct,False,False,False,False,70.80582524271844,A_non_cut_years; E_div_yield; F_value_pass; TT_not_all_pass; yield_below_2pct,total,,False,False,0.0,dps_fallback,0.0,0.0,A_non_cut_years; E_div_yield; F_value_pass,TT_not_all_pass; yield_below_2pct,info_tt_not_all_pass
40220,10320.0,7530.6,5713.866666666667,5169.385,10540.0,2244.0,4536.665,98.38187702265373,1.0116959064327484,1.3191011235955057,2.3024,3.154589371980676,True,True,True,True,True,True,True,True,True,1.0,1.0,5,9,yf,False,1.0,1.0,0.2635930047694753,False,3209000000.0,940000000.0,936886800.0,940000000.0,120.0,3570.64,398.74,7807390.0,1.0,div_split_adjusted,化学,素材・化学,ラサ工業,0.0116279069767441,0.0116665455828169,False,False,25.881526809449767,2.8902381645867408,0.0398276008247443,0.7530120481927711,False,False,False,False,False,False,6,A_non_cut_years; E_div_yield; F_value_pass,False,1.1212562732718143,True,7,yield_below_2pct,False,False,False,False,70.69093851132686,A_non_cut_years; E_div_yield; F_value_pass; yield_below_2pct,total,,False,False,0.011666545582816979,dps_fallback,0.011627906976744186,0.011627906976744186,A_non_cut_years; E_div_yield; F_value_pass,yield_below_2pct,
64710,1408.5,1118.6019995117188,908.7213333333334,845.3444999999999,1408.5,547.2,779.46,94.30420711974112,0.5940470801267541,0.8282710280373833,1.165257494235204,1.1973478939157567,True,True,True,True,True,True,True,True,True,5.0,5.0,5,10,yf,False,1.0,1.0,0.9794615598112684,False,23423000000.0,16873000000.0,16619208398.0,16873000000.0,34.0,1332.78,21.78,488800247.0,1.0,,機械,機械,日本精工,0.0241391551295704,0.0245077836890388,False,False,64.6694214876033,1.0568135776347185,0.0340215621020777,0.9263803680981596,True,False,False,False,False,False,6,D_fcf_payout; E_div_yield,True,3.729528535980148,True,7,,False,False,False,False,70.65210355987055,OK,total,,False,True,0.024507783689038883,dps_fallback,0.024139155129570464,0.024139155129570464,D_fcf_payout; E_div_yield,OK,
66290,1061.0,1104.42,683.3533333333334,601.65,1297.0,300.0,526.305,98.15533980582524,0.9794776119402986,1.594132029339853,2.13905325443787,1.5504807692307692,True,True,True,True,False,True,True,True,False,1.0,1.0,5,10,yf,False,1.0,0.3333333333333333,,True,-105000000.0,161000000.0,161723976.0,161000000.0,12.0,762.06,-32.3,13476998.0,0.75,,電気機器,電機・精密,テクノホライゾン,0.0113100848256361,0.0112594539286334,False,False,,1.3922788231897751,-0.0073431221273696,,True,False,False,False,False,False,6,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield,False,0.8464888405008165,True,7,TT_not_all_pass; yield_below_2pct,False,False,False,False,70.57766990291262,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; data_missing:fcf_payout; TT_not_all_pass; yield_below_2pct,total,,False,False,0.011259453928633482,dps_fallback,0.011310084825636193,0.011310084825636193,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; data_missing:fcf_payout,TT_not_all_pass; yield_below_2pct,info_tt_not_all_pass
