code,Name,yield_basis,effective_yield,non_cut_years_verified,coverage_years,fcf_payout_3y,drop_reason_core,data_quality_flags,manual_check_reason,div_source_used,high_yield_risk,yield_split_mismatch,is_financial,core_pass,in_holdings
93610,伏木海陸運送,dps_fallback,0.0274097761534947,True,10,0.2069970845481049,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
64960,中北製作所,dps_fallback,0.0126582278481012,True,10,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; data_missing:fcf_payout,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
51100,住友ゴム工業,dps_fallback,0.0273907910271546,True,10,0.2072251351571626,A_non_cut_years; E_div_yield,,yield_total_fallback_dps,yf,False,False,False,False,False
46280,エスケー化研,dps_fallback,0.0106951871657754,True,10,,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; data_missing:fcf_payout,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
89340,サンフロンティア不動産,dps_fallback,0.0244807121661721,True,10,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; data_missing:fcf_payout,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
93120,ケイヒン,dps_fallback,0.0269360269360269,True,10,0.4415877311682454,E_div_yield,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
70420,アクセスグループ・ホールディングス,dps_fallback,0.0435413642960812,False,5,0.1382765531062124,data_missing:div_history,div_split_adjusted; yield_split_mismatch; div_history_short,yield_split_mismatch; yield_total_fallback_dps,yf,False,True,False,False,False
99840,ソフトバンクグループ,dps_fallback,0.0122973728339854,True,10,,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; data_missing:fcf_payout,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
51010,横浜ゴム,dps_fallback,0.0159739201303993,True,10,0.3135525863550438,C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
99340,因幡電機産業,dps_fallback,0.0538254517493271,True,10,0.5541983616149795,OK,div_split_adjusted,yield_total_fallback_dps; yf_source_high_yield,yf,False,False,False,True,False
85620,福島銀行,dps_fallback,0.0133333333333333,True,10,0.1170968948746726,fin_sector_excluded_from_core; E_div_yield; fin:E_div_yield; fin:G_eps_nonpositive,div_split_adjusted,yield_total_fallback_dps,yf,False,False,True,False,False
27050,大戸屋ホールディングス,dps_fallback,0.0014224751066856,True,10,0.0519230769230769,A_non_cut_years; E_div_yield; F_value_pass,,yield_total_fallback_dps,yf,False,False,False,False,False
34220,Ｊ−ＭＡＸ,dps_fallback,0.0097323600973236,False,5,,data_missing:div_history; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; data_missing:fcf_payout,div_history_short,yield_total_fallback_dps,yf,False,False,False,False,False
87720,アサックス,dps_fallback,0.0224215246636771,True,10,,fin_sector_excluded_from_core; E_div_yield; fin:E_div_yield; data_missing:fcf_payout,div_split_adjusted,yield_total_fallback_dps,yf,False,False,True,False,False
64920,岡野バルブ製造,dps_fallback,0.0036954915003695,True,10,0.0674789128397375,A_non_cut_years; E_div_yield,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
79520,河合楽器製作所,dps_fallback,0.0341726618705036,True,10,4.929859719438878,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
63960,宇野澤組鐵工所,dps_fallback,0.0121065375302663,True,10,0.1343101343101343,E_div_yield,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
27020,日本マクドナルドホールディングス,dps_fallback,0.0062659846547314,True,10,0.2865398735226546,E_div_yield; F_value_pass,,yield_total_fallback_dps,yf,False,False,False,False,False
63570,三精テクノロジーズ,dps_fallback,0.024685816876122,True,10,0.2483870967741935,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,,yield_total_fallback_dps,yf,False,False,False,False,False
78050,プリントネット,dps_fallback,0.0182072829131652,False,5,0.0823680823680823,data_missing:div_history; E_div_yield,div_history_short,yield_total_fallback_dps,yf,False,False,False,False,False
65030,三菱電機,dps_fallback,0.0091642228739002,True,10,0.393450814862486,D_fcf_hard_fail; E_div_yield; F_value_pass,,yield_total_fallback_dps,yf,False,False,False,False,False
67450,ホーチキ,dps_fallback,0.0125,True,10,0.3073500622886634,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,,yield_total_fallback_dps,yf,False,False,False,False,False
83370,千葉興業銀行,dps_fallback,0.0049067713444553,True,10,,fin_sector_excluded_from_core; E_div_yield; fin:E_div_yield; data_missing:fcf_payout,,yield_total_fallback_dps,yf,False,False,True,False,False
44300,東海ソフト,dps_fallback,0.0301535087719298,True,7,0.404485049833887,OK,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,True,False
62230,西部技研,dps_fallback,0.0293009627459187,False,3,0.6547911547911548,data_missing:div_history; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,div_history_short,yield_total_fallback_dps,yf,False,False,False,False,False
56320,三菱製鋼,dps_fallback,0.0348015225666122,True,10,0.571898355754858,A_non_cut_years,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
69650,浜松ホトニクス,dps_fallback,0.0183663605606573,True,10,,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:fcf_payout,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
30020,グンゼ,dps_fallback,0.0910151691948658,True,10,0.6209282818397875,OK,div_split_adjusted; yield_split_mismatch,high_yield_risk; yield_split_mismatch; yield_total_fallback_dps; yf_source_high_yield,yf,True,True,False,True,False
99480,アークス,dps_fallback,0.0203856749311294,True,10,0.3611906662284614,A_non_cut_years; E_div_yield,div_split_adjusted,yield_total_fallback_dps,yf,False,False,False,False,False
65240,湖北工業,dps_fallback,0.0063157894736842,False,5,0.4128637059724349,data_missing:div_history; E_div_yield; F_value_pass,div_split_adjusted; div_history_short,yield_total_fallback_dps,yf,False,False,False,False,False
