code,price,sma50,sma150,sma200,high52w,low52w,sma200_20d_ago,rs_percentile,ret_3m,ret_6m,ret_9m,ret_12m,tt_1,tt_2,tt_3,tt_4,tt_5,tt_6,tt_7,tt_8,tt_all_pass,non_cut_years,non_cut_years_verified,non_cut_years_required,coverage_years,div_source_used,needs_manual_dividend_check,cfo_pos_5y_ratio,fcf_pos_5y_ratio,fcf_payout_3y,fcf_payout_hard_fail,fcf_latest,div_paid_latest,total_div_fwd,total_div_actual,dps_fwd,bps_latest,eps_fwd,net_shares_latest,fiscal_month,metrics_coverage,data_quality_flags,Sector33CodeName,Sector17CodeName,Name,dividend_yield_fwd,dividend_yield_fwd_total,yield_split_mismatch,high_yield_risk,per_fwd,pbr,fcf_yield,per_sector_rank,value_pass,is_financial,core_pass,core_fin_pass,core_candidate,core_momo_pass,trend_score,core_drop_reasons,satellite_pass,eps_growth_yoy,eps_accel,eps_score,satellite_drop_reasons,breakout_20d,breakout_55d,first_pullback,in_holdings,composite_score,drop_reason
31900,574.0,574.86,581.64,584.665,609.0,544.0,585.5,23.980582524271846,0.012345679012345734,-0.043333333333333335,-0.025466893039049254,-0.012048192771084376,False,False,False,False,False,False,True,False,False,10.0,10.0,5,12,yf,False,1.0,0.5,1.1666666666666667,True,120000000.0,70000000.0,,70000000.0,10.0,1046.91,47.4,7055500.0,3.0,1.0,,小売業,小売,ホットマン,0.017421602787456445,0.01728456091165688,False,False,12.109704641350211,0.5482801769015483,0.029630675848554652,0.29910714285714285,True,False,False,False,False,False,1,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield,False,-0.38121170864533693,False,0,TT_not_all_pass; yield_below_2pct,False,False,False,False,16.990291262135923,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; TT_not_all_pass; yield_below_2pct
71770,904.0,897.110400390625,919.1738220214844,889.8453665161132,999.0,669.0,874.5653665161133,32.94498381877023,-0.004405286343612369,-0.07377049180327866,0.12158808933002474,0.21997300944669362,False,True,True,False,True,True,True,False,False,1.0,1.0,5,14,yf,False,1.0,1.0,0.18864618619320173,True,,,,,,,,,12.0,1.0,shares_missing; div_split_adjusted,証券･商品先物取引業,金融（除く銀行）,ＧＭＯフィナンシャルホールディングス,,,False,False,,,,,False,False,False,False,False,False,5,A_non_cut_years; D_fcf_hard_fail; E_div_yield; F_value_pass,False,,,0,TT_not_all_pass; yield_unknown,False,False,False,False,16.972491909385116,A_non_cut_years; D_fcf_hard_fail; E_div_yield; F_value_pass; TT_not_all_pass; yield_unknown; data_missing:yield_total
36790,425.0,457.32,493.62,486.63,555.0,364.0,487.95,9.838187702265373,-0.09957627118644063,-0.19047619047619047,-0.06798245614035092,-0.0023474178403756207,False,True,False,False,False,False,True,False,False,6.0,6.0,5,7,yf,False,1.0,1.0,0.21589512494879148,True,,,,,10.5,,,,3.0,1.0,shares_missing; div_split_adjusted,情報･通信業,情報通信・サービスその他,じげん,0.024705882352941175,,False,False,,,,,False,False,False,False,False,False,1,D_fcf_hard_fail; E_div_yield; F_value_pass,False,-0.27848562067710225,True,3,TT_not_all_pass,False,False,False,False,16.919093851132686,D_fcf_hard_fail; E_div_yield; F_value_pass; TT_not_all_pass; data_missing:yield_total
30530,174.0,175.14,182.16666666666666,189.02,225.0,161.0,192.905,14.822006472491909,-0.05434782608695654,-0.03867403314917128,-0.19444444444444442,0.07407407407407418,False,False,False,False,False,False,True,False,False,1.0,1.0,5,7,yf,False,0.5,0.5,0.0,True,41000000.0,0.0,,0.0,0.0,52.75,0.49,59663580.0,12.0,1.0,div_split_adjusted,小売業,小売,ペッパーフードサービス,0.0,0.0,False,False,355.10204081632656,3.2985781990521326,0.0039493470540662495,0.9910714285714286,False,False,False,False,False,False,1,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass,False,-3.4782608695652177,True,3,TT_not_all_pass; yield_below_2pct,False,False,False,False,16.911003236245953,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass; TT_not_all_pass; yield_below_2pct
41930,2140.0,2058.96,2092.7733333333335,2073.445,2897.0,1916.0,2083.12,30.80906148867314,0.09295199182839631,-0.04804270462633453,0.07808564231738035,-0.2607944732297064,True,True,False,False,True,False,False,False,False,3.0,3.0,5,4,yf,True,1.0,1.0,0.3883399209486166,False,861000000.0,198000000.0,,198000000.0,37.0,676.93,61.77,5371099.0,3.0,1.0,div_split_adjusted; div_history_short,情報･通信業,情報通信・サービスその他,ファブリカホールディングス,0.017289719626168223,0.017226151386519093,False,False,34.644649506232795,3.1613313045662035,0.07490765830198454,0.876984126984127,True,False,False,False,False,False,2,A_non_cut_years; E_div_yield,False,-0.42378099517390583,False,0,TT_not_all_pass; yield_below_2pct,False,False,False,False,16.90453074433657,A_non_cut_years; E_div_yield; TT_not_all_pass; yield_below_2pct
46840,4004.0,4320.88,4859.6,4995.16,5611.0,3768.0,5105.815,3.7864077669902914,-0.19839839839839835,-0.23485572329447735,-0.2208600895115781,-0.08396247998169759,False,False,False,False,False,False,False,False,False,0.0,0.0,5,25,yf,False,1.0,1.0,0.5091878917188959,False,58860000000.0,30792000000.0,,30792000000.0,,986.26,146.9,439893890.0,3.0,1.0,div_split_adjusted,情報･通信業,情報通信・サービスその他,オービック,,0.01748219255855018,False,False,27.25663716814159,4.059781396386349,0.03341783105989424,0.8293650793650794,False,False,False,False,False,False,1,A_non_cut_years; E_div_yield; F_value_pass,False,0.163556531284303,True,5,TT_not_all_pass; yield_unknown,False,False,False,False,16.893203883495147,A_non_cut_years; E_div_yield; F_value_pass; TT_not_all_pass; yield_unknown
60900,716.0,697.74,704.9,724.925,869.0,604.0,722.88,25.663430420711975,0.08649468892260992,-0.028493894165535938,-0.1760644418872267,0.028735632183908066,False,False,True,False,True,False,True,False,False,2.0,2.0,5,3,yf,True,1.0,1.0,0.45789473684210524,False,176000000.0,85000000.0,,85000000.0,15.0,332.14,43.67,5692153.0,6.0,1.0,div_history_short,サービス業,情報通信・サービスその他,ヒューマン・メタボローム・テクノロジーズ,0.02094972067039106,0.020855919332962884,False,False,16.39569498511564,2.1557174685373637,0.043184021207076095,0.528,True,False,False,False,False,False,2,A_non_cut_years; E_div_yield,False,-1.8547579298831387,False,0,TT_not_all_pass,False,False,True,False,16.831715210355988,A_non_cut_years; E_div_yield; TT_not_all_pass
77260,981.0,1010.04,974.6133333333333,957.375,1148.0,760.0,944.155,33.65695792880259,-0.03254437869822491,0.05144694533762051,0.11986301369863006,-0.015060240963855387,True,True,True,True,False,False,True,False,False,0.0,0.0,5,18,yf,False,1.0,0.0,,True,,,,,20.0,,22.71,,3.0,0.75,shares_missing; div_split_adjusted,機械,機械,黒田精工,0.020387359836901122,,False,False,43.19682959048877,,,0.8633540372670807,False,False,False,False,False,False,5,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,,,0,TT_not_all_pass,False,False,False,False,16.828478964401295,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; TT_not_all_pass; data_missing:yield_total; data_missing:fcf_payout
39850,201.0,215.7,247.96,246.465,385.0,168.0,245.18,8.576051779935275,-0.004950495049504955,-0.3495145631067961,-0.11061946902654862,0.041450777202072464,False,True,True,False,False,False,False,False,False,1.0,1.0,5,2,jquants,True,1.0,0.5,0.0,True,229000000.0,0.0,,0.0,0.0,69.27,6.88,10699703.0,9.0,1.0,div_history_short,情報･通信業,情報通信・サービスその他,テモナ,0.0,0.0,False,False,29.21511627906977,2.901689042875704,0.10647991655348421,0.8492063492063492,True,False,False,False,False,False,1,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,False,1.1867535287730728,False,4,TT_not_all_pass; yield_below_2pct,False,False,False,False,16.78802588996764,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; TT_not_all_pass; yield_below_2pct
59290,3730.0,3963.18,4201.986666666667,4368.23,5313.0,3500.0,4453.945,5.566343042071197,-0.08511160166789311,-0.2092431630273479,-0.23721881390593047,-0.23314144736842102,False,False,False,False,False,False,False,False,False,10.0,10.0,5,25,yf,False,1.0,1.0,0.4242498092735441,False,46768000000.0,22903000000.0,,22903000000.0,106.0,1499.14,264.61,214839082.0,3.0,1.0,,金属製品,建設・資材,三和ホールディングス,0.028418230563002682,0.028580528365932025,False,False,14.096217074184649,2.488093173419427,0.05836153126742824,0.6181818181818182,True,False,False,False,False,False,1,E_div_yield,False,-0.2749853886616014,True,3,TT_not_all_pass,False,False,False,False,16.783171521035598,E_div_yield; TT_not_all_pass
