code,price,sma50,sma150,sma200,high52w,low52w,sma200_20d_ago,rs_percentile,ret_3m,ret_6m,ret_9m,ret_12m,tt_1,tt_2,tt_3,tt_4,tt_5,tt_6,tt_7,tt_8,tt_all_pass,non_cut_years,non_cut_years_verified,non_cut_years_required,coverage_years,div_source_used,needs_manual_dividend_check,cfo_pos_5y_ratio,fcf_pos_5y_ratio,fcf_payout_3y,fcf_payout_hard_fail,fcf_latest,div_paid_latest,total_div_fwd,total_div_actual,dps_fwd,bps_latest,eps_fwd,net_shares_latest,fiscal_month,metrics_coverage,data_quality_flags,Sector33CodeName,Sector17CodeName,Name,dividend_yield_fwd,dividend_yield_fwd_total,yield_split_mismatch,high_yield_risk,per_fwd,pbr,fcf_yield,per_sector_rank,value_pass,is_financial,core_pass,core_fin_pass,core_candidate,core_momo_pass,trend_score,core_drop_reasons,satellite_pass,eps_growth_yoy,eps_accel,eps_score,satellite_drop_reasons,breakout_20d,breakout_55d,first_pullback,in_holdings,composite_score,drop_reason,yield_used,manual_check_reason,core_buyable_now,satellite_buyable_now
69270,1131.0,1157.7971911621094,1020.7585225423176,980.0788919067382,1314.62158203125,749.0,952.09022064209,73.18020058233581,0.0895953757225433,0.2594654788418709,0.2511061946902655,0.2608695652173913,True,True,True,True,False,True,True,True,False,6.0,6.0,5,19,yf,False,1.0,1.0,0.2868136439267887,False,869000000.0,744000000.0,,744000000.0,41.0,887.54,40.13,18147775.0,3.0,1.0,,電気機器,電機・精密,ヘリオス　テクノ　ホールディング,0.0362511052166224,0.0362482416542525,False,False,28.183403937204083,1.2743087635486852,0.0423383360182062,0.6931818181818182,True,False,True,False,False,False,6,,False,-0.2936302433972034,True,3,TT_not_all_pass,False,False,False,False,48.59010029116791,TT_not_all_pass,total,,True,False
44630,1674.0,1691.8,1562.1733333333334,1491.64,1840.0,1188.0,1451.935,67.93917825946296,0.0352504638218924,0.1473612063056888,0.3264659270998415,0.2701062215477996,True,True,True,True,False,True,True,False,False,5.0,5.0,5,10,yf,False,1.0,1.0,0.2566976489885183,False,896000000.0,842000000.0,,842000000.0,52.0,2125.6,174.17,15830895.0,12.0,1.0,,化学,素材・化学,日華化学,0.031063321385902,0.0317724839830955,False,False,9.611299305276455,0.7875423409860746,0.033810149226667,0.1818181818181818,True,False,True,False,False,False,5,,False,-0.1294379330994952,True,3,TT_not_all_pass,False,False,True,False,48.46958912973148,TT_not_all_pass,total,,True,False
44300,1814.0,1842.5,1761.0,1713.1,2000.0,1292.0,1695.205,55.67777418311226,-0.0065717415115005,0.1394472361809045,0.1394472361809045,0.1658097686375321,True,True,True,True,False,True,True,False,False,5.0,5.0,5,7,yf,False,1.0,1.0,0.404485049833887,False,503000000.0,263000000.0,,263000000.0,55.0,1265.89,170.15,4785344.0,5.0,1.0,div_split_adjusted,情報･通信業,情報通信・サービスその他,東海ソフト,0.0303197353914002,0.0302973959578483,False,False,10.661181310608288,1.4329839085544556,0.0579452097596871,0.1666666666666666,True,False,True,False,False,False,5,,False,0.477080291970803,True,6,TT_not_all_pass,False,False,False,False,48.33888709155613,TT_not_all_pass,total,,True,False
51840,4115.0,4033.9,3802.433333333333,3733.825,4375.0,3110.0,3670.325,63.18343578130055,0.1061827956989247,0.1032171581769436,0.1740370898716119,0.1336088154269972,True,True,True,True,True,True,True,False,False,5.0,5.0,5,22,yf,False,1.0,1.0,0.4842000221754075,False,2457000000.0,2340000000.0,,2340000000.0,176.0,4310.51,461.82,13170714.0,12.0,1.0,div_split_adjusted,ゴム製品,自動車・輸送機,ニチリン,0.0427703523693803,0.0431754326925761,False,False,8.910397990559092,0.9546434180642196,0.0453342043272049,0.2142857142857142,True,False,True,False,False,False,5,,False,-0.0161930565181779,True,3,TT_not_all_pass,False,False,False,False,46.09171789065027,TT_not_all_pass,total,,True,False
33750,1790.0,1842.3679443359372,1753.8842293294272,1708.8981719970702,1983.4869384765625,1310.0,1674.9200762939454,49.07796829505015,-0.0593799264319495,0.0841913991520291,0.1807387862796834,0.1989283322170127,True,True,True,True,False,True,True,False,False,8.0,8.0,5,19,yf,False,1.0,1.0,0.1827586206896551,False,661000000.0,87000000.0,,87000000.0,70.0,2336.02,236.65,1255833.0,3.0,1.0,div_split_adjusted,小売業,小売,ＺＯＡ,0.0391061452513966,0.0387020821680169,False,False,7.56391295161631,0.766260562837647,0.2940468541730945,0.1017699115044247,True,False,True,False,False,False,5,,False,0.2390216262158843,True,5,TT_not_all_pass,False,False,False,False,43.53898414752507,TT_not_all_pass,total,,True,False
30040,2321.0,2476.8810693359374,2345.887607421875,2227.8707055664063,2634.646728515625,1423.0,2160.923114013672,55.45131025558072,-0.0251994960100797,0.014866637516397,0.2696936542669583,0.3447276940903823,False,True,True,True,False,True,True,False,False,7.0,7.0,5,18,yf,False,1.0,1.0,0.3598726114649681,False,657000000.0,351000000.0,,351000000.0,90.0,2248.11,324.85,3907808.0,3.0,1.0,div_split_adjusted,卸売業,商社・卸売,神栄,0.0387763894872899,0.0386989122803451,False,False,7.144836078189933,1.0324227906997432,0.0724364255503895,0.1415094339622641,True,False,True,False,False,False,5,,False,1.2379084967320262,False,4,TT_not_all_pass,False,False,False,False,43.22565512779036,TT_not_all_pass,total,,True,False
69080,3290.0,3354.4518603515626,3187.9469303385417,3086.820197753906,3674.72021484375,2268.0,3017.165185546875,57.91006146878033,0.00920245398773,0.0858085808580857,0.2153675655707425,0.2253258845437615,True,True,True,True,False,True,True,False,False,6.0,6.0,5,24,yf,False,1.0,1.0,0.6012658227848101,False,3265000000.0,2145000000.0,,2145000000.0,100.0,3291.67,118.25,21454605.0,3.0,1.0,div_split_adjusted,電気機器,電機・精密,イリソ電子工業,0.0303951367781155,0.0303886127892159,False,False,27.822410147991544,0.9994926587416114,0.0462558604926761,0.6875,True,False,True,False,False,False,5,,False,-0.2363679097461611,True,3,TT_not_all_pass,False,False,False,False,40.95503073439016,TT_not_all_pass,total,,True,False
50710,1450.0,1516.996201171875,1426.4888802083333,1388.35166015625,1632.93212890625,1035.0,1360.860036010742,57.03655774830152,0.0545454545454544,0.056081573197378,0.1963696369636964,0.1205564142194746,True,True,True,True,False,True,True,False,False,5.0,5.0,5,7,yf,False,1.0,1.0,0.3145017793594306,False,1233000000.0,409000000.0,,409000000.0,49.0,828.73,163.43,8351677.0,3.0,1.0,,サービス業,情報通信・サービスその他,ヴィス,0.0337931034482758,0.0337739313334605,False,False,8.872300067307103,1.749665150290203,0.1018172550957378,0.152,True,False,True,False,False,False,5,,False,-0.3592496765847348,True,3,TT_not_all_pass,False,False,False,False,40.01827887415076,TT_not_all_pass,total,,True,False
33550,1818.0,1736.96,1667.9466666666667,1629.04,1885.0,1156.0,1589.065,67.64801035263669,0.0925480769230768,0.1119266055045871,0.2168674698795181,0.3476649369903632,True,True,True,True,True,True,True,False,False,6.0,6.0,5,18,yf,False,1.0,1.0,0.1893649579188982,False,5312000000.0,1090000000.0,,1090000000.0,55.0,2296.32,180.78,19650174.0,12.0,1.0,div_split_adjusted,卸売業,商社・卸売,クリヤマホールディングス,0.0302530253025302,0.0305116868682994,False,False,10.056422170594091,0.7917015050167223,0.1486954868297309,0.3254716981132075,True,False,True,False,False,False,5,,False,0.0170925987387985,,1,TT_not_all_pass,False,False,False,False,39.82400517631834,TT_not_all_pass,total,,True,False
77510,4488.0,4592.08,4539.293333333333,4456.28,4929.0,3956.0,4457.37,30.41087026852151,-0.0591194968553459,0.017687074829932,0.0652741514360313,-0.0630480167014614,False,True,False,True,False,False,True,False,False,5.0,5.0,5,26,yf,False,1.0,1.0,0.5913291450918658,False,309509000000.0,147903000000.0,,147903000000.0,155.0,3581.36,165.53,943991866.0,12.0,1.0,div_split_adjusted,電気機器,電機・精密,キヤノン,0.034536541889483,0.0349104850271488,False,False,27.112910046517246,1.2531552259476846,0.0730553762281212,0.6704545454545454,True,False,True,False,False,False,3,,False,2.118804193089168,True,7,TT_not_all_pass,False,False,False,False,38.70543513426075,TT_not_all_pass,total,,False,False
