code,Name,yield_basis,effective_yield,manual_dividend_check_reason
40220,ラサ工業,fwd,0.011262447988806972,yield_split_mismatch
76090,ダイトロン,fwd,0.06050955414012739,high_yield_risk; yf_high_yield
58030,フジクラ,fwd,0.0028692922450379316,yield_split_mismatch
70120,川崎重工業,fwd,0.009518924746484421,yield_split_mismatch
83410,七十七銀行,fwd,0.019373206699634604,yield_split_mismatch
80600,キヤノンマーケティングジャパン,fwd,0.023906333088958783,yield_split_mismatch
80460,丸藤シートパイル,fwd,0.027951997957565436,yield_split_mismatch
62270,ＡＩメカテック,fwd,0.002424010542614401,yield_split_mismatch
62980,ワイエイシイホールディングス,fwd,0.04610226320201174,yf_high_yield
73220,三十三フィナンシャルグループ,dps_fallback,0.06119951040391677,high_yield_risk; yf_high_yield
83860,百十四銀行,dps_fallback,0.06115563053563897,high_yield_risk; yf_high_yield
80120,長瀬産業,dps_fallback,0.0764980875478113,high_yield_risk; yf_high_yield
65900,芝浦メカトロニクス,fwd,0.059275053304904055,yf_high_yield
83450,岩手銀行,fwd,0.06134969325153374,high_yield_risk; yf_high_yield
83360,武蔵野銀行,fwd,0.05025125628140704,yf_high_yield
64540,マックス,dps_fallback,0.06347438752783964,high_yield_risk; yf_high_yield
59490,ユニプレス,dps_fallback,0.04636785162287481,yf_high_yield
21200,ＬＩＦＵＬＬ,dps_fallback,0.053937823834196895,yf_high_yield
83670,南都銀行,fwd,0.11255115961800818,high_yield_risk; yf_high_yield
72390,タチエス,dps_fallback,0.05060945880058508,yf_high_yield
79170,ＺＡＣＲＯＳ,dps_fallback,0.09558823529411764,high_yield_risk; yf_high_yield
71810,かんぽ生命保険,dps_fallback,0.06792945787067277,high_yield_risk; yf_high_yield
81420,トーホー,dps_fallback,0.09071117561683599,high_yield_risk; yf_high_yield
26120,かどや製油,fwd,0.06329113924050633,high_yield_risk; yf_high_yield
83930,宮崎銀行,dps_fallback,0.056265984654731455,yf_high_yield
79270,ムトー精工,dps_fallback,0.04883720930232558,yf_high_yield
63310,三菱化工機,dps_fallback,0.06441717791411043,high_yield_risk; yf_high_yield
83660,滋賀銀行,dps_fallback,0.04772004241781548,yf_high_yield
63900,加藤製作所,dps_fallback,0.0498220640569395,yf_high_yield
74660,ＳＰＫ,dps_fallback,0.047581284694686754,yf_high_yield
93220,川西倉庫,fwd,0.05439330543933055,yf_high_yield
41140,日本触媒,dps_fallback,0.05308498253783469,yf_high_yield
73890,あいちフィナンシャルグループ,fwd,0.07442489851150202,high_yield_risk; yf_high_yield
78750,竹田ｉＰホールディングス,fwd,0.05606060606060606,yf_high_yield
83920,大分銀行,fwd,0.05230622919638612,yf_high_yield
87500,第一生命ホールディングス,dps_fallback,0.09627547434996486,high_yield_risk; yf_high_yield
80610,西華産業,dps_fallback,0.07503410641200546,high_yield_risk; yf_high_yield
80220,美津濃,dps_fallback,0.04552352048558422,yf_high_yield
44100,ハリマ化成グループ,dps_fallback,0.046357615894039736,yf_high_yield
73800,十六フィナンシャルグループ,fwd,0.09227780475959203,high_yield_risk; yf_high_yield
66480,かわでん,fwd,0.12940651494868363,high_yield_risk; yf_high_yield
19680,太平電業,dps_fallback,0.061274509803921566,high_yield_risk; yf_high_yield
63600,東京自働機械製作所,dps_fallback,0.06,high_yield_risk; yf_high_yield
41070,伊勢化学工業,dps_fallback,0.07514450867052024,high_yield_risk; yf_high_yield
69290,日本セラミック,dps_fallback,0.04602510460251046,yf_high_yield
74330,伯東,dps_fallback,0.062424969987995196,high_yield_risk; yf_high_yield
18470,イチケン,fwd,0.06764168190127971,high_yield_risk; yf_high_yield
39640,オークネット,dps_fallback,0.06397306397306397,high_yield_risk; yf_high_yield
86040,野村ホールディングス,dps_fallback,0.04672131147540984,yf_high_yield
98270,リリカラ,dps_fallback,0.05687203791469194,yf_high_yield
80780,阪和興業,dps_fallback,0.13769889840881272,high_yield_risk; yf_high_yield
68500,チノー,dps_fallback,0.05044136191677175,yf_high_yield
79560,ピジョン,dps_fallback,0.045346062052505964,yf_high_yield
36080,ＴＳＩホールディングス,dps_fallback,0.05086071987480438,yf_high_yield
78790,ノダ,dps_fallback,0.04896142433234421,yf_high_yield
49280,ノエビアホールディングス,dps_fallback,0.05251141552511415,yf_high_yield
63690,トーヨーカネツ,dps_fallback,0.08600583090379009,high_yield_risk; yf_high_yield
74200,佐鳥電機,fwd,0.04559915164369035,yf_high_yield
76080,エスケイジャパン,fwd,0.04668304668304668,yf_high_yield
42310,タイガースポリマー,fwd,0.05447070914696814,yf_high_yield
68630,ニレコ,dps_fallback,0.04521656354117087,yf_high_yield
66750,サクサ,fwd,0.11173184357541899,high_yield_risk; yf_high_yield
55420,新報国マテリアル,dps_fallback,0.05861664712778429,yf_high_yield
84730,ＳＢＩホールディングス,dps_fallback,0.05384859043395629,yf_high_yield
17980,守谷商会,fwd,0.12573344509639564,high_yield_risk; yf_high_yield
99340,因幡電機産業,dps_fallback,0.05294006428436377,yf_high_yield
29930,長栄,fwd,0.052521008403361345,yf_high_yield
51920,三ツ星ベルト,dps_fallback,0.04691046658259773,yf_high_yield
80010,伊藤忠商事,dps_fallback,0.10065425264217413,high_yield_risk; yf_high_yield
18140,大末建設,fwd,0.05110132158590308,yf_high_yield
35480,バロックジャパンリミテッド,dps_fallback,0.05198358413132695,yf_high_yield
61370,小池酸素工業,fwd,0.11982570806100218,high_yield_risk; yf_high_yield
13840,ホクリヨウ,fwd,0.17220543806646527,high_yield_risk; yf_high_yield
63820,トリニティ工業,dps_fallback,0.04633204633204633,yf_high_yield
89990,グランディハウス,dps_fallback,0.059149722735674676,yf_high_yield
70810,コーユーレンティア,dps_fallback,0.046948356807511735,yf_high_yield
71200,ＳＨＩＮＫＯ,fwd,0.10898876404494381,high_yield_risk; yf_high_yield
74670,萩原電気ホールディングス,dps_fallback,0.050203527815468114,yf_high_yield
95330,東邦瓦斯,dps_fallback,0.06493506493506493,high_yield_risk; yf_high_yield
97610,東海リース,fwd,0.05179110919292188,yf_high_yield
97630,丸建リース,fwd,0.10819165378670788,high_yield_risk; yf_high_yield
80760,カノークス,fwd,0.04975609756097561,yf_high_yield
23040,ＣＳＳホールディングス,dps_fallback,0.047619047619047616,yf_high_yield
91010,日本郵船,dps_fallback,0.057736720554272515,yf_high_yield
59380,ＬＩＸＩＬ,dps_fallback,0.05415162454873646,yf_high_yield
36120,ワールド,dps_fallback,0.053156146179401995,yf_high_yield
