code,Name,yield_basis,effective_yield,dividend_yield_total_actual,dividend_yield_total_fwd,dividend_yield_fwd_total,dividend_yield_fwd,non_cut_years_verified,fcf_payout_3y,drop_reason_core,drop_reason_satellite,data_quality_flags,manual_check_reason,div_source_used,high_yield_risk,yield_split_mismatch,is_financial,core_pass,satellite_pass,in_holdings
31030,ユニチカ,dps_fallback,0.0,0.0,0.0,0.0,0.0,3.0,0.0,A_non_cut_years; E_div_yield; F_value_pass,yield_below_2pct,div_split_adjusted; div_history_short,,yf,False,False,False,False,False,False
44460,Ｌｉｎｋ−Ｕグループ,dps_fallback,0.0,0.0,0.0,0.0,0.0,2.0,0.0,A_non_cut_years; E_div_yield; F_value_pass,yield_below_2pct,div_history_short,,jquants,False,False,False,False,False,False
77710,日本精密,dps_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A_non_cut_years; E_div_yield; F_value_pass,TT_not_all_pass; yield_below_2pct,div_history_short,,jquants,False,False,False,False,False,False
41250,三和油化工業,dps_fallback,0.01325115562403698,0.013203377809725098,0.01325115562403698,0.013203377809725,0.0132511556240369,3.0,0.368801652892562,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,yield_below_2pct,div_history_short,,yf,False,False,False,False,False,False
68400,ＡＫＩＢＡホールディングス,none,,,,,,0.0,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_unknown,shares_missing; div_history_short,,jquants,False,False,False,False,False,False
69970,日本ケミコン,none,,,,0.0,0.0,6.0,,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
42220,児玉化学工業,none,,,,,,0.0,0.0,A_non_cut_years; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_unknown,shares_missing; div_history_short,,jquants,False,False,False,False,False,False
63800,オリエンタルチエン工業,dps_fallback,0.008152173913043478,0.008039810695323302,0.008152173913043478,0.0080398106953233,0.0081521739130434,1.0,3.4166666666666665,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,yield_below_2pct,div_split_adjusted; div_history_short,,yf,False,False,False,False,False,False
62090,リケンＮＰＲ,dps_fallback,0.028477546549835708,0.028477913020545777,0.028477546549835708,0.0284779130205457,0.0284775465498357,1.0,0.3560625814863103,A_non_cut_years; E_div_yield,OK,div_history_short,,jquants,False,False,False,False,True,True
71310,のむら産業,dps_fallback,0.014114832535885167,0.014111895995065989,0.014114832535885167,0.0141118959950659,0.0141148325358851,3.0,0.1769696969696969,A_non_cut_years; E_div_yield,yield_below_2pct,div_history_short,,yf,False,False,False,False,False,False
18610,熊谷組,dps_fallback,0.06435643564356436,0.06478515953928568,0.06435643564356436,0.0647851595392856,0.0643564356435643,10.0,1.814145002422089,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail,OK,div_split_adjusted,high_yield_risk; yf_source_high_yield,yf,True,False,False,False,True,False
59400,不二サッシ,none,,,,0.0231053604436229,0.0231053604436229,9.0,0.1670595167943429,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; data_missing:yield,OK,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,True,False
58310,しずおかフィナンシャルグループ,dps_fallback,0.019083969465648856,0.019216599640328264,0.019083969465648856,0.0192165996403282,0.0190839694656488,2.0,,A_non_cut_years; fin_sector_excluded_from_core; E_div_yield; fin:A_non_cut_years; fin:E_div_yield; data_missing:fcf_payout,yield_below_2pct,div_history_short,,yf,False,False,True,False,False,False
67400,ジャパンディスプレイ,none,,,,,,0.0,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_unknown,shares_missing; div_history_short,,jquants,False,False,False,False,False,False
62270,ＡＩメカテック,dps_fallback,0.0024630541871921183,0.00245761238802078,0.0024630541871921183,0.0024576123880207,0.0024630541871921,3.0,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:fcf_payout,TT_not_all_pass; yield_below_2pct,div_history_short,,yf,False,False,False,False,False,False
99550,ヨンキュウ,none,,,,0.006482982171799,0.006482982171799,10.0,0.2666666666666666,B_cfo_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,TT_not_all_pass; yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
43680,扶桑化学工業,none,,,,0.0072916666666666,0.0072916666666666,10.0,1.1895515487748498,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
76090,ダイトロン,dps_fallback,0.05140961857379768,0.051396165978256386,0.05140961857379768,0.0513961659782563,0.0514096185737976,0.0,0.3160455486542443,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail,OK,div_split_adjusted,yf_source_high_yield,yf,False,False,False,False,True,False
68550,日本電子材料,none,,,,0.0068407960199004,0.0068407960199004,7.0,12.29203539823009,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; fcf_payout_extreme:12.29; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
43840,ラクスル,dps_fallback,0.0015806111696522655,0.0015733607866482626,0.0015806111696522655,0.0015733607866482,0.0015806111696522,1.0,0.0965099715099715,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass,TT_not_all_pass; yield_below_2pct,div_history_short,,jquants,False,False,False,False,False,False
29620,テクニスコ,none,,,,,,0.0,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_unknown,shares_missing; div_history_short,,jquants,False,False,False,False,False,False
73500,おきなわフィナンシャルグループ,dps_fallback,0.01747088186356073,0.017776141741113,0.01747088186356073,0.017776141741113,0.0174708818635607,3.0,,A_non_cut_years; fin_sector_excluded_from_core; E_div_yield; fin:A_non_cut_years; fin:E_div_yield; data_missing:fcf_payout,yield_below_2pct,div_history_short,,yf,False,False,True,False,False,False
19420,関電工,none,,,,0.0073003149155453,0.0073003149155453,10.0,2.07041383570105,D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
41070,伊勢化学工業,none,,,,0.0536512667660208,0.0536512667660208,0.0,1.094272076372315,A_non_cut_years; D_fcf_payout; D_fcf_hard_fail; E_div_yield; data_missing:yield,OK,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps; yf_source_high_yield,yf,False,False,False,False,True,False
45560,カイノス,none,,,,0.0153643546971027,0.0153643546971027,10.0,0.244865718799368,D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
68900,フェローテック,none,,,,0.0220472440944881,0.0220472440944881,10.0,,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,OK,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,True,False
71160,ダイワ通信,dps_fallback,0.038527397260273974,0.03827023865209492,0.038527397260273974,0.0382702386520949,0.0385273972602739,1.0,1.1935483870967742,A_non_cut_years; D_fcf_payout; D_fcf_hard_fail,OK,div_history_short,,jquants,False,False,False,False,True,False
64940,ＮＦＫホールディングス,none,,,,,,2.0,0.0,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_unknown,shares_missing; div_split_adjusted; div_history_short,,yf,False,False,False,False,False,False
58320,ちゅうぎんフィナンシャルグループ,dps_fallback,0.019302615193026153,0.01930696290529384,0.019302615193026153,0.0193069629052938,0.0193026151930261,2.0,,A_non_cut_years; fin_sector_excluded_from_core; E_div_yield; fin:A_non_cut_years; fin:E_div_yield; data_missing:fcf_payout,yield_below_2pct,div_history_short,,yf,False,False,True,False,False,False
71730,東京きらぼしフィナンシャルグループ,none,,,,0.0136752136752136,0.0136752136752136,10.0,0.0413146333220682,fin_sector_excluded_from_core; E_div_yield; fin:E_div_yield; data_missing:yield,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,True,False,False,False
66270,テラプローブ,none,,,,0.0112359550561797,0.0112359550561797,4.0,0.3498950314905528,A_non_cut_years; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
59830,イワブチ,none,,,,0.018155410312273,0.018155410312273,10.0,2.896551724137931,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
77460,岡本硝子,dps_fallback,0.0,0.0,0.0,0.0,0.0,1.0,,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:fcf_payout,TT_not_all_pass; yield_below_2pct,div_history_short,,jquants,False,False,False,False,False,False
51610,西川ゴム工業,dps_fallback,0.04598459845984598,0.022989082336189733,0.04598459845984598,0.0229890823361897,0.0459845984598459,5.0,0.2353907437066239,F_value_pass,OK,div_split_adjusted; yield_split_mismatch,yield_split_mismatch,yf,False,True,False,False,True,True
26730,夢みつけ隊,dps_fallback,0.0,0.0,0.0,0.0,0.0,0.0,,A_non_cut_years; B_cfo_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; data_missing:fcf_payout,TT_not_all_pass; yield_below_2pct,div_history_short,,jquants,False,False,False,False,False,False
65900,芝浦メカトロニクス,none,,,,0.0480968858131487,0.0480968858131487,1.0,0.8433767279559791,A_non_cut_years; D_fcf_payout; E_div_yield; data_missing:yield,OK,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps; yf_source_high_yield,yf,False,False,False,False,True,False
70030,三井Ｅ＆Ｓ,none,,,,0.0015236160487557,0.0015236160487557,2.0,0.0266256567309977,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
68030,ティアック,dps_fallback,0.007462686567164179,0.007513709056244144,0.007462686567164179,0.0075137090562441,0.0074626865671641,2.0,0.081081081081081,A_non_cut_years; E_div_yield,yield_below_2pct,div_split_adjusted; div_history_short,,yf,False,False,False,False,False,False
83670,南都銀行,none,,,,0.0215686274509803,0.0215686274509803,10.0,,fin_sector_excluded_from_core; E_div_yield; F_value_pass; fin:E_div_yield; fin:F_value_pass; fin:G_eps_unknown; data_missing:yield; data_missing:fcf_payout,OK,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,True,False,True,False
74560,松田産業,none,,,,0.0114285714285714,0.0114285714285714,10.0,,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
18270,ナカノフドー建設,none,,,,0.0130486358244365,0.0130486358244365,3.0,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
77950,ＫＹＯＲＩＴＳＵ,none,,,,0.0302419354838709,0.0302419354838709,2.0,0.1887466507889252,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,OK,shares_missing; div_history_short; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,True,False
33700,フジタコーポレーション,actual,0.0028216217524686107,0.0028216217524686107,,0.0028216217524686,,0.0,0.0491803278688524,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass,yield_unknown,div_split_adjusted; div_history_short,,yf,False,False,False,False,False,False
38450,アイフリークモバイル,none,,,,,,1.0,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_unknown,shares_missing; div_split_adjusted; div_history_short,,yf,False,False,False,False,False,False
67410,日本信号,none,,,,0.0238756246529705,0.0238756246529705,10.0,2.0863813229571986,D_fcf_payout; D_fcf_hard_fail; E_div_yield; data_missing:yield,OK,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,True,False
85240,北洋銀行,none,,,,0.0145719489981785,0.0145719489981785,7.0,,fin_sector_excluded_from_core; E_div_yield; F_value_pass; fin:E_div_yield; fin:F_value_pass; fin:G_eps_unknown; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,True,False,False,False
83450,岩手銀行,none,,,,0.0169014084507042,0.0169014084507042,2.0,,A_non_cut_years; fin_sector_excluded_from_core; E_div_yield; F_value_pass; fin:A_non_cut_years; fin:E_div_yield; fin:F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,True,False,False,False
65250,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,dps_fallback,0.005724009900990099,0.005700799170883079,0.005724009900990099,0.005700799170883,0.00572400990099,1.0,1.0348157088478322,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,yield_below_2pct,div_history_short,,jquants,False,False,False,False,False,False
38910,ニッポン高度紙工業,none,,,,0.014018691588785,0.014018691588785,1.0,2.9125,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
79460,光陽社,none,,,,0.0080321285140562,0.0080321285140562,0.0,0.1656050955414012,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; div_split_adjusted; div_history_short; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
86090,岡三証券グループ,none,,,,0.0300902708124373,0.0300902708124373,5.0,,fin_sector_excluded_from_core; E_div_yield; F_value_pass; fin:E_div_yield; fin:F_value_pass; fin:G_eps_unknown; data_missing:yield; data_missing:fcf_payout,OK,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,True,False,True,False
18030,清水建設,none,,,,0.0100200400801603,0.0100200400801603,3.0,0.1569796353658025,A_non_cut_years; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
41870,大阪有機化学工業,none,,,,0.0135306553911205,0.0135306553911205,10.0,0.3023990637799883,E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
60130,タクマ,none,,,,0.021639344262295,0.021639344262295,10.0,,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,OK,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,True,False
80150,豊田通商,none,,,,0.0143102461362335,0.0143102461362335,0.0,0.2948245241224799,A_non_cut_years; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
34460,ジェイテックコーポレーション,none,,,,,,0.0,0.0,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_unknown,shares_missing; div_history_short,,jquants,False,False,False,False,False,False
18010,大成建設,none,,,,0.0122910521140609,0.0122910521140609,5.0,,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
59740,中国工業,none,,,,0.0232018561484918,0.0232018561484918,10.0,0.0775862068965517,D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,OK,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,True,False
66430,戸上電機製作所,none,,,,0.0231788079470198,0.0231788079470198,5.0,0.7075892857142857,D_fcf_payout; E_div_yield; data_missing:yield,OK,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,True,False
42310,タイガースポリマー,none,,,,0.0409899458623356,0.0409899458623356,3.0,0.3819857883618206,A_non_cut_years; E_div_yield; data_missing:yield,OK,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,True,False
65070,シンフォニアテクノロジー,none,,,,0.0072078907435508,0.0072078907435508,1.0,0.4447270261105459,A_non_cut_years; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
78170,パラマウントベッドホールディングス,none,,,,0.0,0.0,10.0,0.8994082840236687,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
43850,メルカリ,dps_fallback,0.0,0.0,0.0,0.0,0.0,1.0,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:fcf_payout,yield_below_2pct,div_history_short,,jquants,False,False,False,False,False,False
71920,日本モーゲージサービス,none,,,,0.0303867403314917,0.0303867403314917,4.0,0.195748730964467,A_non_cut_years; fin_sector_excluded_from_core; E_div_yield; F_value_pass; fin:A_non_cut_years; fin:E_div_yield; fin:F_value_pass; fin:G_eps_unknown; data_missing:yield,OK,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,True,False,True,False
30210,パシフィックネット,none,,,,0.0194410692588092,0.0194410692588092,10.0,,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
96000,アイネット,none,,,,3.841693128884805e-09,3.841693128884805e-09,10.0,,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
66760,バッファロー,none,,,,0.0189393939393939,0.0189393939393939,6.0,0.1365065110013471,D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
67230,ルネサスエレクトロニクス,dps_fallback,0.009430784776018861,0.009443274271914355,0.009430784776018861,0.0094432742719143,0.0094307847760188,3.0,0.4367643528923997,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass,yield_below_2pct,div_history_short,,yf,False,False,False,False,False,False
83360,武蔵野銀行,none,,,,0.0184049079754601,0.0184049079754601,8.0,,fin_sector_excluded_from_core; E_div_yield; F_value_pass; fin:E_div_yield; fin:F_value_pass; fin:G_eps_unknown; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,True,False,False,False
71860,横浜フィナンシャルグループ,none,,,,0.0171597633136094,0.0171597633136094,5.0,0.0841204888323622,fin_sector_excluded_from_core; E_div_yield; F_value_pass; fin:E_div_yield; fin:F_value_pass; fin:G_eps_unknown; data_missing:yield,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,True,False,False,False
79370,ツツミ,none,,,,0.0235640648011782,0.0235640648011782,10.0,,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,OK,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,True,False
42740,細谷火工,none,,,,0.0115254237288135,0.0115254237288135,10.0,,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
77190,東京衡機,none,,,,,,0.0,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_unknown,shares_missing; div_history_short,,jquants,False,False,False,False,False,False
41830,三井化学,dps_fallback,0.06302521008403361,0.06350032316669782,0.06302521008403361,0.0635003231666978,0.0630252100840336,10.0,0.753639095062355,D_fcf_payout,OK,div_split_adjusted,high_yield_risk; yf_source_high_yield,yf,True,False,False,False,True,False
63150,ＴＯＷＡ,none,,,,0.0066445182724252,0.0066445182724252,0.0,0.2673672960456003,A_non_cut_years; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
77150,長野計器,none,,,,0.0154093097913322,0.0154093097913322,6.0,0.1606334841628959,D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
55410,大平洋金属,none,,,,0.0353866317169069,0.0353866317169069,2.0,0.9209237228831352,A_non_cut_years; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,OK,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,True,False
19680,太平電業,dps_fallback,0.05582137161084529,0.05605289892855111,0.05582137161084529,0.0560528989285511,0.0558213716108452,4.0,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; data_missing:fcf_payout,OK,div_split_adjusted,yf_source_high_yield,yf,False,False,False,False,True,False
69930,大黒屋ホールディングス,dps_fallback,0.0,0.0,0.0,0.0,0.0,2.0,0.0,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass,TT_not_all_pass; yield_below_2pct,div_history_short,,jquants,False,False,False,False,False,False
91100,ＮＳユナイテッド海運,none,,,,0.0313725490196078,0.0313725490196078,0.0,0.248558156235273,A_non_cut_years; E_div_yield; F_value_pass; data_missing:yield,OK,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,True,False
30020,グンゼ,dps_fallback,0.0821917808219178,0.04109138301531069,0.0821917808219178,0.0410913830153106,0.0821917808219178,10.0,0.6209282818397875,OK,OK,div_split_adjusted; yield_split_mismatch,yield_split_mismatch,yf,True,True,False,True,True,False
26920,伊藤忠食品,none,,,,0.0106626047220106,0.0106626047220106,7.0,,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
96100,ウィルソン・ラーニング　ワールドワイド,none,,,,0.0,0.0,0.0,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,TT_not_all_pass; yield_below_2pct,shares_missing; div_history_short; yield_total_fallback_dps,yield_total_fallback_dps,jquants,False,False,False,False,False,False
49170,マンダム,none,,,,0.0,0.0,0.0,0.6357872490313491,A_non_cut_years; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
80010,伊藤忠商事,dps_fallback,0.0881057268722467,0.08866261409475996,0.0881057268722467,0.0886626140947599,0.0881057268722467,5.0,0.4123818453865336,OK,OK,div_split_adjusted,high_yield_risk; yf_source_high_yield,yf,True,False,False,True,True,False
87140,池田泉州ホールディングス,none,,,,0.0162513542795232,0.0162513542795232,5.0,0.1218703804559246,fin_sector_excluded_from_core; E_div_yield; F_value_pass; fin:E_div_yield; fin:F_value_pass; data_missing:yield,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,True,False,False,False
43600,マナック・ケミカル・パートナーズ,none,,,,,,0.0,,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_unknown,shares_missing; div_history_short,,yf,False,False,False,False,False,False
83950,佐賀銀行,none,,,,0.0193050193050193,0.0193050193050193,10.0,0.0212050613133187,fin_sector_excluded_from_core; E_div_yield; F_value_pass; fin:E_div_yield; fin:F_value_pass; fin:G_eps_unknown; data_missing:yield,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,True,False,False,False
90310,西日本鉄道,none,,,,0.0122925629993853,0.0122925629993853,4.0,,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_below_2pct,shares_missing; div_split_adjusted; yield_total_fallback_dps,yield_total_fallback_dps,yf,False,False,False,False,False,False
